id_reference;fournisseur;indice_client;autonomie_matiere;autonomie_quincaillerie;quantite_FAI;type_cycle;cycle_fil_rouge_1ere_commande;cycle_fil_rouge_recommande;NRC_fil_rouge_total;RC_fil_rouge;cycle_standard_1ere_commande;cycle_standard_recommande;NRC_standard_total;RC_standard;devise;date_affectation
40735;fournisseur_4;B00;TRUE;TRUE;20;Standard;10;10;0;8,91496E-05;0,000234604;0,000234604;0;8,91496E-05;devise_1;02/02/2017
40736;fournisseur_4;C00;TRUE;TRUE;10;Standard;10;10;0;0,000481408;0,000234604;0,000234604;0;0,000481408;devise_1;02/02/2017
40737;fournisseur_4;B00;TRUE;TRUE;20;Standard;10;10;0;0,000588387;0,000234604;0,000234604;0;0,000588387;devise_1;02/02/2017
39641;fournisseur_4;C00;TRUE;TRUE;20;Standard;10;10;0;0,000320938;0,000234604;0,000234604;0;0,000320938;devise_1;19/12/2016
40738;fournisseur_4;C00;TRUE;TRUE;20;Standard;10;10;0;0,000267449;0,000234604;0,000234604;0;0,000267449;devise_1;02/02/2017
40739;fournisseur_4;F00;TRUE;TRUE;20;Standard;10;10;0;0,001091378;0,000234604;0,000234604;0;0,001091378;devise_1;02/02/2017
37753;fournisseur_4;A00;TRUE;TRUE;10;Standard;10;10;0;0,002363871;0,000234604;0,000234604;0;0,002363871;devise_1;14/10/2016
37478;fournisseur_5;B00;TRUE;TRUE;5;Speedshop;25;20;0,006334311;0,002984633;0,001173021;0,000938416;0,006334311;0,001812551;devise_1;17/11/2016
37480;fournisseur_3;A00;TRUE;TRUE;5;Speedshop;20;20;0,01829912;0,001852903;0,001173021;0,001173021;0,015249267;0,001544164;devise_1;17/11/2016
33071;fournisseur_6;A00;TRUE;FALSE;3;Speedshop;30;20;0,00516129;0,00398827;0,001407625;0,000938416;0,00516129;0,00157654;devise_1;01/07/2016
35285;fournisseur_3;A00;TRUE;TRUE;10;Speedshop;15;15;0,007272727;0,002134897;0,001173021;0,001173021;0,004926686;0,001779238;devise_1;03/08/2016
31203;fournisseur_5;A00;TRUE;TRUE;3;Speedshop;40;30;0,07601173;0,030618416;0,001759531;0,001290323;0,085513196;0,021077302;devise_1;23/06/2016
33014;fournisseur_7;D00;TRUE;FALSE;3;Speedshop;5;5;0,005067449;0,003456422;0,001173021;0,000938416;0,005067449;0,001643167;devise_1;09/06/2016
33014;fournisseur_5;D00;TRUE;TRUE;10;Speedshop;10;5;0;0,001514604;0,001173021;0,000938416;0;0,000902757;devise_1;21/07/2016
41860;fournisseur_8;B00;TRUE;TRUE;3;Speedshop;30;25;0,01431085;0,003213185;0,001642229;0,001407625;0,011730205;0,001685602;devise_1;10/04/2017
42047;fournisseur_8;B00;TRUE;TRUE;3;Speedshop;40;30;0,008107918;0,003334428;0,001173021;0,001055718;0,006587683;0,001761877;devise_1;28/04/2017
41498;fournisseur_7;B00;TRUE;TRUE;3;Speedshop;25;20;0,008211144;0,004921994;0,001407625;0,001290323;0,006803519;0,002580833;devise_1;09/03/2017
41625;fournisseur_7;B00;TRUE;TRUE;3;Speedshop;25;20;0,008211144;0,004921994;0,001407625;0,001290323;0,006803519;0,002580833;devise_1;09/03/2017
41499;fournisseur_7;A00;TRUE;TRUE;6;Speedshop;25;20;0,008211144;0,002599226;0,001407625;0,001290323;0,006803519;0,001380504;devise_1;09/03/2017
37425;fournisseur_7;C00;TRUE;TRUE;9;Speedshop;25;20;0,01431085;0,002608328;0,001407625;0,001290323;0,011730205;0,001478287;devise_1;09/03/2017
35525;fournisseur_2;A00;TRUE;FALSE;135;Speedshop;25;20;0,011730205;0,002052786;0,001055718;0,000938416;0,007038123;0,001407625;devise_1;20/07/2016
19893;fournisseur_9;A00;FALSE;FALSE;25;Speedshop;25;25;0,007010817;0,000773176;0,00060386;0,00060386;0,004673878;0,000515395;devise_2;03/10/2014
34291;fournisseur_2;A00;TRUE;FALSE;15;Speedshop;25;20;0,011730205;0,001733724;0,001055718;0,000938416;0,007038123;0,001032258;devise_1;05/07/2016
34261;fournisseur_2;A00;TRUE;FALSE;105;Speedshop;25;20;0,011730205;0,002249853;0,001055718;0,000938416;0,007038123;0,001384164;devise_1;05/07/2016
34262;fournisseur_2;A00;TRUE;FALSE;45;Speedshop;25;20;0,011730205;0,002249853;0,001055718;0,000938416;0,007038123;0,001384164;devise_1;05/07/2016
34263;fournisseur_2;A00;TRUE;FALSE;30;Speedshop;25;20;0,011730205;0,003059238;0,001055718;0,000938416;0,007038123;0,001923754;devise_1;05/07/2016
34264;fournisseur_2;B00;TRUE;FALSE;30;Speedshop;25;20;0,011730205;0,001919062;0,001055718;0,000938416;0,007038123;0,00114956;devise_1;05/07/2016
34265;fournisseur_2;A00;TRUE;FALSE;45;Speedshop;25;20;0,011730205;0,002296774;0,001055718;0,000938416;0,007038123;0,001407625;devise_1;05/07/2016
15911;fournisseur_10;A00;FALSE;FALSE;74;Speedshop;50;50;0,049063639;0,00172704;0,00120772;0,00120772;0,026418883;0,00172704;devise_2;09/05/2014
19530;fournisseur_10;A00;FALSE;FALSE;5;Speedshop;35;35;0,041515387;0,000868502;0,001056755;0,001056755;0,026418883;0,000868502;devise_2;04/03/2014
15912;fournisseur_10;A00;FALSE;FALSE;68;Speedshop;50;50;0,049063639;0,001704999;0,00120772;0,00120772;0,026418883;0,001704999;devise_2;09/05/2014
16241;fournisseur_10;A00;FALSE;FALSE;6;Speedshop;50;50;0,049063639;0,00173323;0,00120772;0,00120772;0,026418883;0,00173323;devise_2;09/05/2014
19614;fournisseur_11;A00;FALSE;FALSE;6;Speedshop;42;42;0,030910093;0,001898989;0,000996369;0,000996369;0,020606729;0,001016146;devise_2;17/04/2014
19615;fournisseur_11;A00;FALSE;FALSE;6;Speedshop;42;42;0,093839871;;0,000996369;0,000996369;0,062559914;;devise_2;17/04/2014
19616;fournisseur_11;A00;FALSE;FALSE;6;Speedshop;42;42;0,093839871;;0,000996369;0,000996369;0,062559914;;devise_2;17/04/2014
19617;fournisseur_11;A00;FALSE;FALSE;6;Speedshop;42;42;0,093839871;;0,000996369;0,000996369;0,062559914;;devise_2;17/04/2014
19618;fournisseur_11;A00;FALSE;FALSE;6;Speedshop;42;42;0,100655943;0,001677282;0,000996369;0,000996369;0,067103962;0,000870313;devise_2;17/04/2014
19619;fournisseur_11;A00;FALSE;FALSE;6;Speedshop;42;42;0,093839871;;0,000996369;0,000996369;0,062559914;;devise_2;17/04/2014
19620;fournisseur_11;A00;FALSE;FALSE;6;Speedshop;42;42;0,093839871;;0,000996369;0,000996369;0,062559914;;devise_2;17/04/2014
15806;fournisseur_10;A00;FALSE;FALSE;5;Speedshop;35;35;0,037741261;0,00074342;0,001056755;0,001056755;0,026418883;0,000753165;devise_2;11/02/2014
17640;fournisseur_12;A00;FALSE;FALSE;8;Speedshop;36;41;0,048912674;0,019959541;0,000920887;0,001056755;0,048912674;0,015264528;devise_2;10/07/2014
19621;fournisseur_11;A00;FALSE;FALSE;12;Speedshop;42;42;0,093839871;;0,000996369;0,000996369;0,062559914;;devise_2;17/04/2014
19622;fournisseur_11;A00;FALSE;FALSE;6;Speedshop;42;42;0,093839871;;0,000996369;0,000996369;0,062559914;;devise_2;17/04/2014
19623;fournisseur_11;A00;FALSE;FALSE;12;Speedshop;42;42;0,062612752;0,001704335;0,000996369;0,000996369;0,041741835;0,000921038;devise_2;17/04/2014
39254;fournisseur_13;A00;TRUE;FALSE;20;Standard;58;25;0,177479413;0,001943012;0,001923754;0,000821114;0,079882698;0,001031834;devise_1;30/11/2016
16349;fournisseur_11;A00;FALSE;FALSE;12;Speedshop;19;19;0,005706479;0,002415743;0,000422702;0,000422702;0,003804319;0,001610495;devise_2;05/05/2014
16349;fournisseur_10;A00;FALSE;FALSE;12;Speedshop;30;30;0,041515387;0,000570497;0,00060386;0,00060386;0,018870631;0,000570497;devise_2;09/05/2014
16349;fournisseur_9;A00;FALSE;FALSE;12;Speedshop;30;25;0,005706479;0,002415743;0,000754825;0,00060386;0,003804319;0,001610495;devise_2;30/05/2014
19624;fournisseur_11;A00;FALSE;FALSE;12;Speedshop;42;42;0,093839871;;0,000996369;0,000996369;0,062559914;;devise_2;17/04/2014
15836;fournisseur_10;A00;FALSE;FALSE;5;Speedshop;35;35;0,041515387;0,001203191;0,001056755;0,001056755;0,026418883;0,001203191;devise_2;04/03/2014
15836;fournisseur_13;A00;TRUE;FALSE;10;Standard;58;25;0,177479413;0,001943012;0,001923754;0,000821114;0,079882698;0,001031834;devise_1;30/11/2016
19626;fournisseur_11;A00;FALSE;FALSE;6;Speedshop;42;42;0,057540327;0,001553642;0,000996369;0,000996369;0,038360218;0,000817476;devise_2;17/04/2014
19575;fournisseur_14;A00;FALSE;FALSE;12;Speedshop;50;50;0,056611892;0,003133279;0,00120772;0,00120772;0,041515387;0,003133279;devise_2;09/05/2014
19549;fournisseur_11;A00;FALSE;FALSE;5;Speedshop;36;36;0,021874835;0,001159172;0,00064915;0,00064915;0,014583223;0,00062107;devise_2;27/02/2014
16242;fournisseur_11;A00;FALSE;FALSE;12;Speedshop;19;19;0,049063639;0,000939455;0,000422702;0,000422702;0,026418883;0,000939455;devise_2;05/05/2014
16242;fournisseur_10;A00;FALSE;FALSE;12;Speedshop;30;30;0,049063639;0,000939455;0,00060386;0,00060386;0,026418883;0,000939455;devise_2;09/05/2014
19576;fournisseur_10;A00;FALSE;FALSE;6;Speedshop;50;50;0,056611892;0,003262958;0,00120772;0,00120772;0,041515387;0,003262958;devise_2;09/05/2014
19577;fournisseur_14;A00;FALSE;FALSE;6;Speedshop;50;19;0,049063639;0,002133589;0,00120772;0,00090579;0,033967135;0,002133589;devise_2;30/05/2014
18064;fournisseur_10;A00;FALSE;FALSE;6;Speedshop;50;50;0,052837765;0,001846453;0,00120772;0,00120772;0,030193009;0,001846453;devise_2;09/05/2014
16461;fournisseur_10;A00;FALSE;FALSE;6;Speedshop;50;50;0,052837765;0,001540749;0,00120772;0,00120772;0,037741261;0,0015409;devise_2;09/05/2014
16462;fournisseur_10;A00;TRUE;TRUE;6;Speedshop;50;40;0,052837765;0,0008839;0,00120772;0,00090579;0,037741261;0,0008839;devise_2;22/05/2014
16243;fournisseur_11;A00;FALSE;FALSE;6;Speedshop;42;42;0,023309003;0,002380236;0,000996369;0,000996369;0,015534303;0,00127188;devise_2;05/05/2014
16244;fournisseur_12;A00;FALSE;FALSE;6;Speedshop;35;35;0,056626988;0,008695038;0,000920887;0,001056755;0,056626988;0,00399997;devise_2;06/05/2014
16245;fournisseur_12;A00;FALSE;FALSE;6;Speedshop;35;35;0,056626988;0,008550074;0,000920887;0,001056755;0,056626988;0,003855043;devise_2;06/05/2014
39256;fournisseur_13;A00;TRUE;FALSE;10;Standard;58;25;0,193216188;0,002596171;0,001923754;0,000821114;0,086967742;0,00125872;devise_1;30/11/2016
38588;fournisseur_13;A00;TRUE;FALSE;10;Standard;58;25;0,193216188;0,002596171;0,001923754;0,000821114;0,086967742;0,00125872;devise_1;10/11/2016
39257;fournisseur_13;A00;TRUE;FALSE;10;Standard;58;25;0,193216188;0,002596171;0,001923754;0,000821114;0,086967742;0,00125872;devise_1;30/11/2016
39258;fournisseur_13;A00;TRUE;FALSE;10;Standard;58;25;0,193216188;0,002596171;0,001923754;0,000821114;0,086967742;0,00125872;devise_1;30/11/2016
24886;fournisseur_13;A00;TRUE;FALSE;10;Standard;58;25;0,177479413;0,001943012;0,001923754;0,000821114;0,079882698;0,001031834;devise_1;28/10/2016
39259;fournisseur_13;A00;TRUE;FALSE;40;Standard;58;25;0,177479413;0,001943012;0,001923754;0,000821114;0,079882698;0,001031834;devise_1;30/11/2016
39260;fournisseur_13;A00;TRUE;FALSE;10;Standard;58;25;0,193216188;0,002596171;0,001923754;0,000821114;0,086967742;0,00125872;devise_1;30/11/2016
39261;fournisseur_13;A00;TRUE;FALSE;10;Standard;58;25;0,193216188;0,002596171;0,001923754;0,000821114;0,086967742;0,00125872;devise_1;30/11/2016
39446;fournisseur_13;A00;TRUE;FALSE;20;Standard;58;25;0,193216188;0,002596171;0,001923754;0,000821114;0,086967742;0,00125872;devise_1;12/12/2016
39447;fournisseur_13;A00;TRUE;FALSE;10;Standard;58;25;0,177479413;0,001943012;0,001923754;0,000821114;0,079882698;0,001031834;devise_1;12/12/2016
39448;fournisseur_13;A00;TRUE;FALSE;10;Standard;58;25;0,193216188;0,002596171;0,001923754;0,000821114;0,086967742;0,00125872;devise_1;12/12/2016
39262;fournisseur_13;A00;TRUE;FALSE;5;Standard;58;25;0,193216188;0,002596171;0,001923754;0,000821114;0,086967742;0,00125872;devise_1;30/11/2016
24894;fournisseur_13;A00;TRUE;FALSE;30;Standard;58;25;0,193216188;0,002596171;0,001923754;0,000821114;0,086967742;0,00125872;devise_1;28/10/2016
24639;fournisseur_13;A00;TRUE;FALSE;10;Standard;58;25;0,193216188;0,002596171;0,001923754;0,000821114;0,086967742;0,00125872;devise_1;28/10/2016
24640;fournisseur_13;A00;TRUE;FALSE;10;Standard;58;25;0,193216188;0,002596171;0,001923754;0,000821114;0,086967742;0,00125872;devise_1;28/10/2016
24897;fournisseur_13;A00;TRUE;FALSE;10;Standard;58;25;0,193216188;0,002596171;0,001923754;0,000821114;0,086967742;0,00125872;devise_1;28/10/2016
24898;fournisseur_13;A00;TRUE;FALSE;10;Standard;58;25;0,193216188;0,002596171;0,001923754;0,000821114;0,086967742;0,00125872;devise_1;28/10/2016
24906;fournisseur_13;A00;TRUE;FALSE;70;Standard;58;25;0,193216188;0,002596171;0,001923754;0,000821114;0,086967742;0,00125872;devise_1;28/10/2016
24907;fournisseur_13;A00;TRUE;FALSE;70;Standard;58;25;0,193216188;0,002596171;0,001923754;0,000821114;0,086967742;0,00125872;devise_1;28/10/2016
39263;fournisseur_13;A00;TRUE;FALSE;10;Standard;58;25;0,193216188;0,002596171;0,001923754;0,000821114;0,086967742;0,00125872;devise_1;30/11/2016
39449;fournisseur_13;A00;TRUE;FALSE;10;Standard;58;25;0,193216188;0,002596171;0,001923754;0,000821114;0,086967742;0,00125872;devise_1;12/12/2016
39450;fournisseur_13;A00;TRUE;FALSE;10;Standard;58;25;0,193216188;0,002596171;0,001923754;0,000821114;0,086967742;0,00125872;devise_1;12/12/2016
41959;fournisseur_13;A00;TRUE;FALSE;70;Standard;58;25;0,195954487;0,002781161;0,001923754;0,000821114;0,090979472;0,001509389;devise_1;07/03/2017
41960;fournisseur_13;A00;TRUE;FALSE;130;Standard;58;25;0,177479413;0,001943012;0,001923754;0,000821114;0,079882698;0,001031834;devise_1;07/03/2017
41981;fournisseur_13;A00;TRUE;FALSE;10;Standard;58;25;0,195954487;0,00268732;0,001923754;0,000821114;0,090979472;0,001450738;devise_1;15/03/2017
41982;fournisseur_13;A00;TRUE;FALSE;20;Standard;58;25;0,177479413;0,001943012;0,001923754;0,000821114;0,079882698;0,001031834;devise_1;15/03/2017
38400;fournisseur_15;C00;TRUE;FALSE;20;Standard;50;55;0,101523992;0,039649308;0,00090579;0,000981273;0,023776843;0,023776843;devise_2;08/11/2016
37474;fournisseur_16;A00;TRUE;FALSE;10;Speedshop;15;0;0;0,002803119;0,000679343;0;0;0,001561884;devise_2;28/09/2016
37474;fournisseur_15;A00;TRUE;FALSE;10;Standard;50;55;0,029374778;0,001443644;0,00090579;0,000981273;0,021050566;0,000900645;devise_2;12/10/2016
22883;fournisseur_14;A00;TRUE;TRUE;4;Speedshop;84;70;0,090579026;0,009715808;0,002113511;0,001690808;0,075482522;0,009715808;devise_2;16/06/2015
22884;fournisseur_14;A00;TRUE;TRUE;8;Speedshop;84;70;0,052837765;0,004168447;0,002113511;0,001690808;0,037741261;0,004168447;devise_2;16/06/2015
22174;fournisseur_14;A00;TRUE;TRUE;4;Speedshop;84;70;0,090579026;0,009766382;0,002113511;0,001690808;0,075482522;0,009766382;devise_2;10/06/2015
19604;fournisseur_12;A00;FALSE;FALSE;6;Speedshop;35;35;0,060114281;0,009938378;0,000920887;0,001056755;0,060114281;0,005243318;devise_2;10/04/2014
19818;fournisseur_12;A00;FALSE;FALSE;4;Standard;30;35;0,060114281;0,008578589;0,001162431;0,001147334;0,060114281;0,003883576;devise_2;10/06/2014
19819;fournisseur_10;A00;FALSE;FALSE;6;Speedshop;40;19;0,041515387;0,001110801;0,00090579;0,00090579;0,026418883;0,001110801;devise_2;17/06/2014
19820;fournisseur_10;A00;FALSE;FALSE;6;Speedshop;40;19;0,041515387;0,001184019;0,00090579;0,00090579;0,026418883;0,001184019;devise_2;17/06/2014
19821;fournisseur_10;A00;FALSE;FALSE;6;Speedshop;40;19;0,041515387;0,002321691;0,00090579;0,00090579;0,026418883;0,002321691;devise_2;17/06/2014
19822;fournisseur_10;A00;FALSE;FALSE;6;Speedshop;40;19;0,041515387;0,000809173;0,00090579;0,00090579;0,026418883;0,000809173;devise_2;17/06/2014
16734;fournisseur_10;A00;FALSE;FALSE;2;Speedshop;40;30;0,037741261;0,000809173;0,001056755;0,00090579;0,026418883;0,000809173;devise_2;18/06/2014
16735;fournisseur_11;A00;FALSE;FALSE;12;Speedshop;19;19;0,023301455;0,000948966;0,000422702;0,000422702;0,015534303;0,000546493;devise_2;02/06/2014
16959;fournisseur_11;A00;FALSE;FALSE;6;Speedshop;19;19;0,023301455;0,003015768;0,000422702;0,000422702;0,015534303;0,001954997;devise_2;02/06/2014
16960;fournisseur_11;A00;FALSE;FALSE;6;Speedshop;19;19;0,023301455;0,001353281;0,000422702;0,000422702;0,015534303;0,000745465;devise_2;02/06/2014
16961;fournisseur_11;A00;FALSE;FALSE;6;Speedshop;19;19;0,023301455;0,00139851;0,000422702;0,000422702;0,015534303;0,000769922;devise_2;02/06/2014
16463;fournisseur_9;A00;FALSE;FALSE;5;Speedshop;20;20;0,015883032;0,012838784;0,00060386;0,00060386;0,010588688;0,008559265;devise_2;03/06/2014
27003;fournisseur_13;A00;TRUE;FALSE;5;Standard;50;30;0,018475073;0,001278358;0,001407625;0,000938416;0,012316716;0,000643519;devise_1;21/01/2016
27003;fournisseur_13;A00;TRUE;FALSE;5;Standard;37;25;0,018475073;0,000687292;0,001102639;0,000821114;0,011096774;0,000421203;devise_1;27/05/2016
27004;fournisseur_13;A00;TRUE;FALSE;5;Standard;50;30;0,018475073;0,001278358;0,001407625;0,000938416;0,012316716;0,000643519;devise_1;21/01/2016
27004;fournisseur_13;A00;TRUE;FALSE;5;Standard;37;25;0,018475073;0,000687292;0,001102639;0,000821114;0,011096774;0,000421203;devise_1;27/05/2016
37034;fournisseur_13;A00;TRUE;FALSE;5;Standard;37;25;0,018475073;0,000687292;0,001102639;0,000821114;0,011096774;0,000421203;devise_1;20/09/2016
37035;fournisseur_13;A00;TRUE;FALSE;5;Standard;37;25;0,018475073;0,000687292;0,001102639;0,000821114;0,011096774;0,000421203;devise_1;20/09/2016
15710;fournisseur_11;A00;FALSE;FALSE;5;Speedshop;53;-;;;;;;;devise_2;22/11/2013
24855;fournisseur_12;A00;TRUE;FALSE;5;Standard;50;55;0,036563734;0,000880241;0,00090579;0,000981273;0,028260656;0,000483813;devise_2;16/12/2015
19531;fournisseur_11;A00;FALSE;FALSE;30;Standard;36;36;0,019180109;0,000940512;0,00064915;0,00064915;0,012786739;0,000470256;devise_2;21/02/2014
29664;fournisseur_15;A00;TRUE;FALSE;30;Standard;50;55;0,031491308;0,000776425;0,00090579;0,000981273;0,020923755;0,000587408;devise_2;07/04/2016
27360;fournisseur_2;A00;FALSE;FALSE;1;Standard;25;20;0,102346752;0,433594855;0,000679343;0,00060386;0,085174478;0,360335142;devise_2;26/01/2016
27360;fournisseur_2;A00;TRUE;FALSE;1;Standard;25;20;0,102346752;0,433594855;0,000679343;0,00060386;0,085174478;0,360335142;devise_2;26/01/2016
17273;fournisseur_17;A00;FALSE;FALSE;1;Speedshop;40;40;0,068719288;0,636489329;0,000679343;0,00060386;0,068719288;0,456273881;devise_2;00/01/1900
18562;fournisseur_2;A00;FALSE;FALSE;2;Speedshop;40;40;0,026494365;0,636489329;0,000679343;0,00060386;0,026494365;0,456273881;devise_2;00/01/1900
27607;fournisseur_2;A00;TRUE;FALSE;1;Standard;25;20;0,057463334;0,433594855;0,000679343;0,00060386;0,047886112;0,360335142;devise_2;26/01/2016
27822;fournisseur_2;A00;TRUE;FALSE;1;Standard;25;20;0,102346752;0,433690567;0,000679343;0,00060386;0,085174478;0,360382998;devise_2;26/01/2016
17252;fournisseur_17;A00;FALSE;FALSE;2;Speedshop;40;40;0,068719288;0,636489329;0,000679343;0,00060386;0,068719288;0,456273881;devise_2;00/01/1900
18544;fournisseur_17;A00;FALSE;FALSE;1;Speedshop;40;40;0,026494365;0,636489329;0,000679343;0,00060386;0,026494365;0,456273881;devise_2;00/01/1900
18280;fournisseur_12;-;FALSE;FALSE;2;Speedshop;-;-;;;;;;;devise_2;29/11/2013
15851;fournisseur_12;A00;FALSE;FALSE;2;Speedshop;55;30;0,128320287;0,07061931;0,00150965;0,001056755;0,128320287;0,028334025;devise_2;21/02/2014
23210;fournisseur_2;A01;TRUE;FALSE;6;Standard;25;20;0,113018886;0,021215249;0,001055718;0,000938416;0,098972669;0,015155425;devise_1;08/10/2015
23704;fournisseur_2;A00;TRUE;FALSE;4;Standard;25;20;0,113018886;0,021215249;0,001055718;0,000938416;0,098972669;0,015155425;devise_1;15/12/2015
34757;fournisseur_2;A00;TRUE;FALSE;4;Standard;25;20;0,00914956;0,021215249;0,001055718;0,000938416;0,007038123;0,015155425;devise_1;19/07/2016
15751;fournisseur_18;A00;FALSE;FALSE;2;Speedshop;45;45;0,046497234;0,029644273;0,001056755;0,001056755;0,046497234;0,029644251;devise_2;28/01/2014
24867;fournisseur_2;A01;TRUE;FALSE;6;Standard;25;20;0,113006921;0,021215249;0,001055718;0,000938416;0,098963519;0,015155425;devise_1;08/10/2015
25124;fournisseur_2;A00;TRUE;FALSE;4;Standard;25;20;0,113006921;0,021215249;0,001055718;0,000938416;0,098963519;0,015155425;devise_1;11/12/2015
