id_reference	type_reference	designation	programme	code_filiere	coeff_avion	longueur_piece_brut_mm	largeur_piece_brut_mm	epaisseur_brut_mm	debit_mm2	magasin	date_reception_OMP	date_besoin_client	date_transmission_proc	livrable	constituant	famille_code_filiere	norm_mat_inge	norm_mat_fab	indice_manufacturing	codes_protections	avion_impacte_pp	complexite_piece_pp	priorite_pp	indice_client_pp	classe_piece_ref_pp	procedes_speciaux_ind	cms_mat_pp	fournisseur_cmde	rang_appro	indice_client	usine	priorite	type_cycle	date_emission_commande	quantite_commande	cycle_negocie	date_prev_livraison_outillage	date_reelle_livraison_outillage	date_prev_livraison_prog	date_reelle_livraison_prog	date_prev_livraison_indus	date_reelle_livraison_indus	type_lot	date_prev_fin_usinage	date_reelle_fin_usinage	lieu_TS	date_prev_fin_TS	date_reelle_fin_TS	date_prev_reception_QI_fournisseur	date_reelle_reception_QI_fournisseur	lieu_equipement	date_prev_fin_equipement	date_reelle_fin_equipement	date_expedition	quantite_expediee	date_livraison_contractuelle	date_livraison_previsionnelle_S	date_reception_effective	quantite_receptionnee	ecart_commande	date_livraison_contractuelle_initiale	date_liberation	etat_reference	date_creation_nomenclature_appro	date_reception_matiere_fournisseur	date_liberation_previsionelle	quantite_liberee	fournisseur_achat	indice_client	autonomie_matiere	autonomie_quincaillerie	quantite_FAI	type_cycle_achat	cycle_fil_rouge_1ere_commande	cycle_fil_rouge_recommande	NRC_fil_rouge_total	RC_fil_rouge	cycle_standard_1ere_commande	cycle_standard_recommande	NRC_standard_total	RC_standard	devise	date_affectation
15048	PE	SHEAR PANEL ASSY	programme_2	code_filiere_16	1	NA	NA	25.39999962	NA	magasin_13	20/12/2013	23/12/2013	21/05/2014	FALSE	FALSE	famille_code_filiere_4	AMS-QQ-A-250/12	AMS-QQ-A-250/12	A.5	NA	P2_MSN1	NA	P0	C	2	-	B0QQA25012I0-01	fournisseur_12	1	C00	usine_1	NA	Speedshop	06/05/2014	5	45	20/01/2014	20/01/2014	20/01/2014	28/03/2014	20/01/2014	28/03/2014	Lot3_Released	12/03/2014	16/04/2014	NMF EUROPA	02/05/2014	02/05/2014	NA	NA	PE	NA	NA	07/05/2014	5	21/05/2014	23/05/2014	13/05/2014	5	0	17/02/2014	15/05/2014	Stock disponible	09/01/2014	25/02/2014	15/05/2014	NA	fournisseur_12	C00	FALSE	FALSE	5	Speedshop	35	35	0.060114281	0.00824873	70	70	0.060114281	0.003553717	devise_2	27/12/2013
15051	PE	ANGLE	programme_2	code_filiere_10	2	NA	NA	1.600200057	NA	magasin_13	22/05/2014	28/05/2014	10/06/2014	FALSE	FALSE	famille_code_filiere_1	AMS-QQ-A-250/4	AMS-QQ-A-250/4	B.2	NA	P2_MSN1	NA	P0	C	2	-	B0QQA2504A0-03	fournisseur_9	1	C00	usine_2	NA	Standard	18/09/2014	6	35	NA	NA	02/10/2014	02/10/2014	12/10/2014	12/10/2014	Lot3_Released	10/10/2014	10/10/2014	HCL	20/10/2014	20/10/2014	NA	NA	Detail	NA	NA	23/10/2014	6	05/11/2014	28/10/2014	27/10/2014	6	0	05/11/2014	30/10/2014	Stock disponible	NA	01/10/2014	03/11/2014	NA	fournisseur_9	C00	FALSE	FALSE	6	Standard	25	25	0.007010817	0.001861097	50	50	0.004673878	0.001240782	devise_2	17/09/2014
15052	PE	ANGLE	programme_2	code_filiere_10	1	NA	NA	1.600200057	NA	magasin_13	22/05/2014	28/05/2014	10/06/2014	FALSE	FALSE	famille_code_filiere_1	AMS-QQ-A-250/4	AMS-QQ-A-250/4	B.2	NA	P2_MSN1	NA	P0	C	2	-	B0QQA2504A0-03	fournisseur_9	1	C00	usine_2	NA	Standard	18/09/2014	3	35	NA	NA	02/10/2014	02/10/2014	12/10/2014	12/10/2014	Lot3_Released	13/10/2014	10/10/2014	HCL	20/10/2014	20/10/2014	NA	NA	Detail	NA	NA	23/10/2014	3	05/11/2014	28/10/2014	27/10/2014	3	0	05/11/2014	30/10/2014	Stock disponible	NA	01/10/2014	03/11/2014	NA	fournisseur_9	C00	FALSE	FALSE	3	Standard	25	25	0.007010817	0.003506767	50	50	0.004673878	0.002337845	devise_2	17/09/2014
15056	PE	DOUBLER, OUTFLOW VALVE, EXTERNAL	programme_2	code_filiere_20	1	NA	NA	5.994400024	NA	magasin_14	21/08/2014	01/09/2014	22/10/2014	TRUE	FALSE	famille_code_filiere_4	BAMS516-024	BAMS516-024	B.3	NA	P2_Test2	High	P0	C	2	-	B0BAMS516024P2-03	fournisseur_2	1	C00	usine_1	NA	Speedshop	19/11/2014	4	25	NA	NA	NA	NA	NA	NA	Lot3_Released	NA	NA	MASA	NA	NA	NA	NA	NA	NA	NA	19/12/2014	4	27/11/2014	16/01/2015	29/01/2015	4	0	27/11/2014	02/02/2015	Stock disponible	NA	NA	05/02/2015	4	fournisseur_2	C00	FALSE	FALSE	4	Speedshop	25	20	0.004076056	0.040691118	50	40	0.004076056	0.031402239	devise_2	23/10/2014
15069	PE	FRAME SPLICE	programme_2	code_filiere_14	2	NA	NA	38.09999847	NA	magasin_14	24/12/2013	11/03/2014	10/01/2014	FALSE	FALSE	famille_code_filiere_4	BAMS516-003	BAMS516-003	A3	NA	P2_MSN1	NA	P0	B	2	144-005	B0BAMS516003K4-02	fournisseur_12	1	B00	usine_1	NA	Standard	19/03/2014	5	61	28/01/2014	28/02/2014	30/01/2014	20/02/2014	30/01/2014	20/02/2014	Lot3_Released	24/03/2014	NA	NMF EUROPA	23/04/2014	NA	NA	NA	PE	NA	NA	09/05/2014	5	10/04/2014	23/05/2014	15/05/2014	5	0	10/04/2014	19/05/2014	Stock disponible	NA	25/02/2014	19/05/2014	NA	fournisseur_12	B00	FALSE	FALSE	10	Standard	35	35	0.056626988	0.008178531	70	70	0.056626988	0.003483518	devise_2	15/01/2014
15071	PE	FRAME SPLICE	programme_2	code_filiere_14	1	NA	NA	38.09999847	NA	magasin_14	13/01/2014	22/12/2013	13/01/2014	FALSE	FALSE	famille_code_filiere_4	BAMS516-003	BAMS516-003	B.2	NA	P2_MSN1	Medium	P0	B	2	-	B0BAMS516003K4-02	fournisseur_12	1	B00	usine_1	NA	Standard	14/03/2014	5	61	16/01/2014	18/02/2014	16/01/2014	18/02/2014	16/01/2014	18/02/2014	Lot3_Released	05/03/2014	16/04/2014	NMF EUROPA	02/05/2014	02/05/2014	NA	NA	PE	NA	NA	07/05/2014	4	23/04/2014	30/05/2014	15/05/2014	4	1	27/03/2014	16/05/2014	Stock disponible	NA	05/02/2014	16/05/2014	NA	fournisseur_12	B00	FALSE	FALSE	5	Standard	35	35	0.056626988	0.008135506	70	70	0.056626988	0.003440493	devise_2	31/12/2013
15073	PE	BUSHING, UPLOCK	programme_2	code_filiere_22	4	NA	NA	25.39999962	NA	magasin_14	23/12/2013	22/12/2013	04/02/2014	FALSE	FALSE	famille_code_filiere_2	AMS4640	AMS4640	A.4	NA	P2_MSN1	Low	P0	B	2	-	NA	fournisseur_9	1	B00	usine_1	NA	Speedshop	06/03/2014	5	20	NA	NA	07/03/2014	10/03/2014	07/03/2014	10/03/2014	Lot3_Released	28/03/2014	24/03/2014	HCL	04/04/2014	08/04/2014	NA	NA	NA	NA	NA	08/04/2014	5	10/04/2014	10/04/2014	02/05/2014	5	0	24/03/2014	05/05/2014	Stock disponible	NA	10/03/2014	05/05/2014	NA	fournisseur_15	B00	TRUE	FALSE	40	Standard	50	55	0.032846974	9.66732e-4	100	110	0.021050566	5.89889e-4	devise_2	08/11/2016
15073	PE	BUSHING, UPLOCK	programme_2	code_filiere_22	4	NA	NA	25.39999962	NA	magasin_14	23/12/2013	22/12/2013	04/02/2014	FALSE	FALSE	famille_code_filiere_2	AMS4640	AMS4640	A.4	NA	P2_MSN1	Low	P0	B	2	-	NA	fournisseur_15	1	A00	usine_2	NA	Speedshop	16/11/2016	40	50	NA	NA	NA	NA	NA	NA	Lot3_Released	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21/03/2017	1	18/01/2017	27/03/2017	23/03/2017	1	NA	18/01/2017	23/03/2017	Stock disponible	NA	NA	NA	1	fournisseur_9	A00	FALSE	FALSE	5	Speedshop	20	NA	0.0048573	0.007255125	40	NA	NA	0.004836769	devise_2	21/02/2014
15073	PE	BUSHING, UPLOCK	programme_2	code_filiere_22	4	NA	NA	25.39999962	NA	magasin_14	23/12/2013	22/12/2013	04/02/2014	FALSE	FALSE	famille_code_filiere_2	AMS4640	AMS4640	A.4	NA	P2_MSN1	Low	P0	B	2	-	NA	fournisseur_9	1	B00	usine_1	NA	Speedshop	06/03/2014	5	20	NA	NA	07/03/2014	10/03/2014	07/03/2014	10/03/2014	Lot3_Released	28/03/2014	24/03/2014	HCL	04/04/2014	08/04/2014	NA	NA	NA	NA	NA	08/04/2014	5	10/04/2014	10/04/2014	02/05/2014	5	0	24/03/2014	05/05/2014	Stock disponible	NA	10/03/2014	05/05/2014	NA	fournisseur_9	A00	FALSE	FALSE	5	Speedshop	20	NA	0.0048573	0.007255125	40	NA	NA	0.004836769	devise_2	21/02/2014
15073	PE	BUSHING, UPLOCK	programme_2	code_filiere_22	4	NA	NA	25.39999962	NA	magasin_14	23/12/2013	22/12/2013	04/02/2014	FALSE	FALSE	famille_code_filiere_2	AMS4640	AMS4640	A.4	NA	P2_MSN1	Low	P0	B	2	-	NA	fournisseur_15	1	A00	usine_2	NA	Speedshop	16/11/2016	40	50	NA	NA	NA	NA	NA	NA	Lot3_Released	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21/03/2017	1	18/01/2017	27/03/2017	23/03/2017	1	NA	18/01/2017	23/03/2017	Stock disponible	NA	NA	NA	1	fournisseur_15	B00	TRUE	FALSE	40	Standard	50	55	0.032846974	9.66732e-4	100	110	0.021050566	5.89889e-4	devise_2	08/11/2016
15073	PE	BUSHING, UPLOCK	programme_2	code_filiere_22	4	NA	NA	25.39999962	NA	magasin_14	23/12/2013	22/12/2013	04/02/2014	FALSE	FALSE	famille_code_filiere_2	AMS4640	AMS4640	A.4	NA	P2_MSN1	Low	P0	B	2	-	NA	fournisseur_15	2	A00	usine_2	NA	Standard	16/11/2016	39	50	NA	NA	NA	NA	NA	NA	Lot3_Released	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	31/03/2017	39	18/01/2017	03/04/2017	05/04/2017	39	NA	18/01/2017	05/04/2017	Stock disponible	NA	NA	NA	39	fournisseur_9	A00	FALSE	FALSE	5	Speedshop	20	NA	0.0048573	0.007255125	40	NA	NA	0.004836769	devise_2	21/02/2014
15074	PE	FRAME FS379 22, FWD LOWER PANEL	programme_2	code_filiere_2	1	NA	NA	1.422399998	NA	magasin_14	31/03/2014	11/12/2013	31/03/2014	FALSE	FALSE	famille_code_filiere_1	AMS-QQ-A-250/4	AMS-QQ-A-250/4	C.4	NA	P2_MSN1	Medium	P0	B	2	-	B0QQA2504A0-02	fournisseur_11	1	B00	usine_2	NA	Speedshop	15/05/2014	5	42	24/03/2014	13/03/2014	27/02/2014	05/03/2014	NA	07/04/2014	Lot3_Released	17/04/2014	17/04/2014	AEROLIA	01/05/2014	NA	NA	NA	NA	NA	NA	16/05/2014	1	04/06/2014	19/05/2014	20/05/2014	1	4	04/06/2014	27/05/2014	Stock disponible	NA	NA	NA	NA	fournisseur_11	A00	FALSE	FALSE	5	Speedshop	42	42	0.256066908	0.01000853	84	84	0.170711272	0.005400171	devise_2	NA
15074	PE	FRAME FS379 22, FWD LOWER PANEL	programme_2	code_filiere_2	1	NA	NA	1.422399998	NA	magasin_14	31/03/2014	11/12/2013	31/03/2014	FALSE	FALSE	famille_code_filiere_1	AMS-QQ-A-250/4	AMS-QQ-A-250/4	C.4	NA	P2_MSN1	Medium	P0	B	2	-	B0QQA2504A0-02	fournisseur_11	2	B00	usine_2	NA	Speedshop	26/05/2014	4	42	24/03/2014	13/03/2014	27/02/2014	05/03/2014	NA	07/04/2014	Lot3_Released	17/04/2014	03/07/2014	HYDE	01/05/2014	NA	NA	NA	NA	NA	NA	25/07/2014	1	30/06/2014	28/07/2014	29/07/2014	1	3	04/06/2014	06/08/2014	Stock disponible	NA	NA	NA	NA	fournisseur_11	A00	FALSE	FALSE	5	Speedshop	42	42	0.256066908	0.01000853	84	84	0.170711272	0.005400171	devise_2	NA
15074	PE	FRAME FS379 22, FWD LOWER PANEL	programme_2	code_filiere_2	1	NA	NA	1.422399998	NA	magasin_14	31/03/2014	11/12/2013	31/03/2014	FALSE	FALSE	famille_code_filiere_1	AMS-QQ-A-250/4	AMS-QQ-A-250/4	C.4	NA	P2_MSN1	Medium	P0	B	2	-	B0QQA2504A0-02	fournisseur_11	3	B00	usine_2	NA	Speedshop	25/06/2014	3	42	24/03/2014	13/03/2014	27/02/2014	05/03/2014	NA	07/04/2014	Lot3_Released	08/09/2014	08/09/2014	HYDE	22/09/2014	NA	NA	NA	NA	NA	NA	17/09/2014	1	04/09/2014	19/09/2014	18/09/2014	1	2	04/06/2014	18/09/2014	Stock disponible	NA	NA	NA	NA	fournisseur_11	A00	FALSE	FALSE	5	Speedshop	42	42	0.256066908	0.01000853	84	84	0.170711272	0.005400171	devise_2	NA
15075	PE	FRAME FS379 22, FWD LOWER PANEL	programme_2	code_filiere_2	1	NA	NA	1.422399998	NA	magasin_14	31/03/2014	11/12/2013	31/03/2014	FALSE	FALSE	famille_code_filiere_1	AMS-QQ-A-250/4	AMS-QQ-A-250/4	D.4	NA	P2_MSN1	Medium	P0	B	2	-	B0QQA2504A0-02	fournisseur_11	3	B00	usine_2	NA	Speedshop	25/06/2014	3	42	24/03/2014	19/03/2014	27/02/2014	05/03/2014	NA	07/04/2014	Lot3_Released	18/08/2014	21/08/2014	HYDE	01/09/2014	15/09/2014	NA	NA	NA	NA	NA	09/10/2014	1	04/09/2014	10/10/2014	10/10/2014	1	2	04/06/2014	10/10/2014	Stock disponible	NA	NA	NA	NA	fournisseur_11	A00	FALSE	FALSE	5	Speedshop	42	42	0.256066908	0.01000853	84	84	0.170711272	0.005400171	devise_2	NA
15080	PE	FRAME FS379 38 58, FWD LWR PANEL, LAT	programme_2	code_filiere_2	1	NA	NA	1.422399998	NA	magasin_14	07/11/2013	17/02/2014	04/04/2014	FALSE	FALSE	famille_code_filiere_1	AMS-QQ-A-250/4	AMS-QQ-A-250/4	D.1	NA	P2_MSN1	Medium	P0	B	2	-	B0QQA2504A0-02	fournisseur_11	4	B00	usine_2	NA	Speedshop	24/06/2014	3	53	17/03/2014	03/03/2014	20/02/2014	12/02/2014	NA	07/04/2014	Lot3_Released	18/08/2014	03/07/2014	HYDE	01/09/2014	15/09/2014	NA	NA	NA	NA	NA	18/09/2014	3	04/09/2014	19/09/2014	23/09/2014	3	0	23/06/2014	24/09/2014	Stock disponible	NA	NA	NA	NA	fournisseur_11	B00	FALSE	FALSE	6	Speedshop	53	53	0.256066908	0.010584914	106	106	0.170711272	0.005688967	devise_2	02/01/2014
15080	PE	FRAME FS379 38 58, FWD LWR PANEL, LAT	programme_2	code_filiere_2	1	NA	NA	1.422399998	NA	magasin_14	07/11/2013	17/02/2014	04/04/2014	FALSE	FALSE	famille_code_filiere_1	AMS-QQ-A-250/4	AMS-QQ-A-250/4	D.1	NA	P2_MSN1	Medium	P0	B	2	-	B0QQA2504A0-02	fournisseur_11	1	B00	usine_2	NA	Speedshop	14/05/2014	6	53	17/03/2014	03/03/2014	20/02/2014	12/02/2014	NA	07/04/2014	Lot3_Released	17/04/2014	16/04/2014	AEROLIA	01/05/2014	NA	NA	NA	NA	NA	NA	NA	NA	23/06/2014	16/05/2014	15/05/2014	1	5	23/06/2014	20/05/2014	Stock disponible	NA	NA	NA	NA	fournisseur_11	B00	FALSE	FALSE	6	Speedshop	53	53	0.256066908	0.010584914	106	106	0.170711272	0.005688967	devise_2	02/01/2014
15080	PE	FRAME FS379 38 58, FWD LWR PANEL, LAT	programme_2	code_filiere_2	1	NA	NA	1.422399998	NA	magasin_14	07/11/2013	17/02/2014	04/04/2014	FALSE	FALSE	famille_code_filiere_1	AMS-QQ-A-250/4	AMS-QQ-A-250/4	D.1	NA	P2_MSN1	Medium	P0	B	2	-	B0QQA2504A0-02	fournisseur_11	3	B00	usine_2	NA	Speedshop	24/06/2014	4	53	17/03/2014	03/03/2014	20/02/2014	12/02/2014	NA	07/04/2014	Lot3_Released	18/08/2014	03/07/2014	HYDE	01/09/2014	NA	NA	NA	NA	NA	NA	NA	4	04/09/2014	18/09/2014	08/09/2014	1	3	23/06/2014	08/09/2014	Stock disponible	NA	NA	NA	NA	fournisseur_11	B00	FALSE	FALSE	6	Speedshop	53	53	0.256066908	0.010584914	106	106	0.170711272	0.005688967	devise_2	02/01/2014
15080	PE	FRAME FS379 38 58, FWD LWR PANEL, LAT	programme_2	code_filiere_2	1	NA	NA	1.422399998	NA	magasin_14	07/11/2013	17/02/2014	04/04/2014	FALSE	FALSE	famille_code_filiere_1	AMS-QQ-A-250/4	AMS-QQ-A-250/4	D.1	NA	P2_MSN1	Medium	P0	B	2	-	B0QQA2504A0-02	fournisseur_11	2	B00	usine_2	NA	Speedshop	26/05/2014	5	53	17/03/2014	03/03/2014	20/02/2014	12/02/2014	NA	07/04/2014	Lot3_Released	24/06/2014	NA	AEROLIA	04/07/2014	02/07/2014	NA	NA	NA	NA	NA	04/07/2014	1	30/06/2014	08/07/2014	07/07/2014	1	4	23/06/2014	11/07/2014	Stock disponible	NA	NA	NA	NA	fournisseur_11	B00	FALSE	FALSE	6	Speedshop	53	53	0.256066908	0.010584914	106	106	0.170711272	0.005688967	devise_2	02/01/2014
